0.9917695473251029	0.00411522633744856	0.00411522633744856	
0.9944903581267219	0.002754820936639119	0.002754820936639119	
0.0028328611898017003	0.9943342776203967	0.0028328611898017003	
0.5922330097087378	0.3980582524271844	0.009708737864077669	
0.01886792452830189	0.9622641509433962	0.01886792452830189	
0.006535947712418301	0.006535947712418301	0.9869281045751633	
0.0017152658662092626	0.7049742710120069	0.29331046312178394	
0.0012300123001230013	0.4440344403444035	0.5547355473554736	
0.009708737864077669	0.009708737864077669	0.9805825242718446	
0.0035335689045936395	0.0035335689045936395	0.9929328621908128	
0.0051813471502590676	0.0051813471502590676	0.9896373056994819	
