第0类：
		小区	0.07003444316877153
		停电	0.03559127439724455
		正常	0.03559127439724455
		寮步镇	0.02411021814006889
		莞樟路	0.02411021814006889
		附近	0.02411021814006889
		嘉湖山庄	0.02411021814006889
		已有	0.02411021814006889
		居民	0.02411021814006889
		咨询	0.02411021814006889
		供电公司	0.02411021814006889
		电路	0.02411021814006889
		都	0.02411021814006889
		凌晨	0.02411021814006889
		康小姐	0.012629161882893229
		石井	0.012629161882893229
		连续	0.012629161882893229
		半夜	0.012629161882893229
		管理处	0.012629161882893229
		工作人员	0.012629161882893229
第1类：
		胖大夫荷香茶	0.02885292047853624
		该	0.021815622800844477
		客服	0.021815622800844477
		表示	0.021815622800844477
		健客网	0.021815622800844477
		50元	0.021815622800844477
		车费	0.021815622800844477
		没有	0.021815622800844477
		乘客	0.021815622800844477
		其	0.01477832512315271
		于	0.01477832512315271
		广东健客医药有限公司	0.01477832512315271
		上	0.01477832512315271
		陈老师泄油瘦身汤	0.01477832512315271
		联系	0.01477832512315271
		进行	0.01477832512315271
		葛先生	0.01477832512315271
		广州	0.01477832512315271
		驱赶	0.01477832512315271
		安排	0.01477832512315271
第2类：
		司机	0.1166989039329465
		打表	0.04577691811734365
		不	0.03288201160541586
		乘坐	0.03288201160541586
		东城	0.026434558349451964
		要求	0.019987105093488073
		出租车	0.019987105093488073
		其他	0.019987105093488073
		是	0.019987105093488073
		车牌	0.013539651837524178
		拒载	0.013539651837524178
		收取	0.013539651837524178
		为由	0.013539651837524178
		下车	0.013539651837524178
		行驶	0.013539651837524178
		路线	0.013539651837524178
		虎门	0.013539651837524178
		峡口榴花车站	0.007092198581560284
		石排	0.007092198581560284
		粤SYL343	0.007092198581560284
